Name,Profile,Tier,Gold,Silver,Bronze,Points
Mohammed Tayor,https://www.kaggle.com/tayorm,expert,0,3,3,18110
Manoj Prabhakar,https://www.kaggle.com/manojprabhaakr,expert,0,0,9,18082
Philip Popien,https://www.kaggle.com/voltaire,master,1,13,11,18079
predictor!,https://www.kaggle.com/seshurajup,expert,0,3,1,18055
sheep,https://www.kaggle.com/steamedsheep,master,1,6,1,18054
NighTurs,https://www.kaggle.com/nighturs,master,2,3,1,18046
TY.Yang,https://www.kaggle.com/tianyiy,expert,0,2,3,17964
Faron,https://www.kaggle.com/mmueller,grandmaster,15,5,3,17915
Maxwell,https://www.kaggle.com/maxwell110,master,2,4,0,17813
Arthur Stsepanenka,https://www.kaggle.com/kingarthur7,master,4,9,6,17794
Farmár,https://www.kaggle.com/ppershing,master,4,0,0,17773
Alexandre Cadrin-Chênevert,https://www.kaggle.com/alexandrecc,master,1,2,2,17739
Yura Trubitsyn,https://www.kaggle.com/yuratrubitsyn,master,2,3,0,17734
Tony Y.,https://www.kaggle.com/tonyyy,expert,0,5,7,17722
Ram Ramrakhya,https://www.kaggle.com/axel81,master,2,5,2,17722
SRK,https://www.kaggle.com/sudalairajkumar,grandmaster,11,25,19,17691
gege,https://www.kaggle.com/gegege,master,2,2,0,17650
Meyk,https://www.kaggle.com/meykds,master,1,6,5,17632
Alexander Polyakov,https://www.kaggle.com/alexpolyakov,master,1,3,1,17599
David M,https://www.kaggle.com/chemicaltoilet,expert,1,1,0,17588
Toru Ito,https://www.kaggle.com/iru538,master,1,7,2,17581
Izmaylov Konstantin,https://www.kaggle.com/izmaylov,master,1,9,6,17572
Emin,https://www.kaggle.com/meminozturk,master,2,3,0,17531
Raghawendra Singh,https://www.kaggle.com/raghaw,master,1,3,4,17490
Dimosthenis Karaflos,https://www.kaggle.com/dkaraflos,master,1,4,1,17451
Marcus Lin,https://www.kaggle.com/marcuslin,master,4,5,0,17437
Computer says no,https://www.kaggle.com/gphilippis,master,4,13,6,17424
vinmuk,https://www.kaggle.com/skuman,master,1,2,4,17355
Stanislav Blinov,https://www.kaggle.com/stanislavblinov,expert,0,3,3,17334
XiaoyuYang,https://www.kaggle.com/xiaoyushowyou2,master,1,4,4,17277
Erik M,https://www.kaggle.com/erik12m,expert,2,0,0,17251
THLUO,https://www.kaggle.com/ilovearsenal,master,4,6,0,17182
Marek Wyborski,https://www.kaggle.com/marekwyborski,master,1,4,0,17168
Hyun Ook Ryu,https://www.kaggle.com/ryutek,expert,0,8,15,17126
Möbius,https://www.kaggle.com/arashnic,master,2,3,1,17101
takapt,https://www.kaggle.com/takapt,master,1,2,1,17066
SongGL,https://www.kaggle.com/blingblinghi,master,2,1,0,17050
Davut Polat,https://www.kaggle.com/davutpolat,master,10,11,2,17027
utility,https://www.kaggle.com/utility,grandmaster,14,7,4,16999
Scizzzo,https://www.kaggle.com/scizzzo,master,1,4,2,16962
Endi Niu,https://www.kaggle.com/niuddd,expert,0,5,7,16939
Gert,https://www.kaggle.com/gertjac,grandmaster,9,16,4,16878
Yifan Xie,https://www.kaggle.com/yifanxie,master,5,6,4,16869
YuanXu,https://www.kaggle.com/xuyuan,master,3,2,3,16857
Robin Smits,https://www.kaggle.com/rsmits,expert,0,5,5,16759
Yasser Tabandeh,https://www.kaggle.com/yassertabandeh,grandmaster,11,24,6,16724
Vladislav Shakhray,https://www.kaggle.com/vshakhray,master,2,2,1,16722
Ilia Denisov,https://www.kaggle.com/denilv,master,1,2,1,16721
HELLO TANG,https://www.kaggle.com/tw1994,expert,2,0,0,16716
Luis Andre Dutra e Silva,https://www.kaggle.com/mindcool,master,2,10,17,16709
yyll008,https://www.kaggle.com/yyll008,expert,0,6,4,16683
yukiya,https://www.kaggle.com/nyleve,expert,0,3,9,16614
jiujing2333,https://www.kaggle.com/jiujing23333,master,2,3,1,16562
Wei Hao Khoong,https://www.kaggle.com/khoongweihao,expert,0,1,3,16514
Inoichan,https://www.kaggle.com/inoueu1,expert,1,1,3,16504
James Requa,https://www.kaggle.com/jamesrequa,expert,0,5,6,16323
cmanning,https://www.kaggle.com/cmanning,expert,0,3,3,16313
cuicheng,https://www.kaggle.com/slimcat,master,3,0,0,16300
tks,https://www.kaggle.com/tks0123456789,grandmaster,6,25,11,16221
infzero,https://www.kaggle.com/infzero,master,4,6,0,16186
Oleg Knaub,https://www.kaggle.com/oleg90777,expert,1,1,2,16164
steubk,https://www.kaggle.com/steubk,master,1,10,5,16141
Igor Vikhrov,https://www.kaggle.com/soloway,master,1,2,2,16126
piupiu,https://www.kaggle.com/pureheart,grandmaster,5,2,1,16093
Darkhan Nurakhmetov,https://www.kaggle.com/hoogleraar,expert,0,11,1,16075
StevenTMHsu德明,https://www.kaggle.com/steventm,expert,0,3,2,16047
Sridhar Korupolu,https://www.kaggle.com/sridhark8,expert,0,10,7,16046
GeSnow,https://www.kaggle.com/jihangz,master,1,5,2,16011
Stefan Stefanov,https://www.kaggle.com/stefanstefanov,grandmaster,5,6,6,15992
Shin Siang Choong,https://www.kaggle.com/css919,master,1,3,1,15965
miguel perez,https://www.kaggle.com/miguelpm,master,2,2,3,15885
Mobassir,https://www.kaggle.com/mobassir,expert,0,4,4,15853
Young for you,https://www.kaggle.com/mahluo,master,1,3,2,15824
Ethan,https://www.kaggle.com/chenxin1991,master,1,3,1,15813
mgchbot,https://www.kaggle.com/mgchbot,grandmaster,5,10,3,15803
antklen,https://www.kaggle.com/antklen,master,1,13,5,15799
Felipe Loque,https://www.kaggle.com/felipefonte99,master,1,6,0,15772
Akash G,https://www.kaggle.com/akashsuper2000,expert,0,0,3,15765
Adam Chang,https://www.kaggle.com/adam9500370,master,1,3,6,15724
AntonIs,https://www.kaggle.com/isanton,expert,1,1,1,15717
Migs Rocha,https://www.kaggle.com/migsr22,expert,0,0,3,15646
Tawara,https://www.kaggle.com/ttahara,master,2,1,2,15627
pao,https://www.kaggle.com/go5kuramubon,master,1,5,2,15622
Insaf Ashrapov,https://www.kaggle.com/insaff,expert,0,7,4,15585
Ken Krige,https://www.kaggle.com/kenkrige,expert,1,1,1,15509
Eric Bouteillon,https://www.kaggle.com/ebouteillon,master,2,3,2,15454
pramod,https://www.kaggle.com/pramod722445,expert,0,2,3,15452
bobbqe,https://www.kaggle.com/vladimirgroza,master,1,3,6,15448
Khanh Vu Duy,https://www.kaggle.com/duykhanh99,expert,0,5,5,15431
nyanp,https://www.kaggle.com/nyanpn,master,1,5,1,15388
Adilzhan Ismailov,https://www.kaggle.com/adilism,master,1,2,3,15349
iwiwi,https://www.kaggle.com/takiba,grandmaster,6,2,2,15334
LeonShangguan,https://www.kaggle.com/leonshangguan,master,1,5,2,15289
DrHB,https://www.kaggle.com/drhabib,master,2,3,3,15282
datasaurus,https://www.kaggle.com/anjum48,master,1,4,0,15276
rc95401,https://www.kaggle.com/rc95401,expert,0,0,7,15243
Konrad Banachewicz,https://www.kaggle.com/konradb,master,8,29,16,15232
tugstugi,https://www.kaggle.com/tugstugi,master,3,1,2,15231
YK,https://www.kaggle.com/angelecarre,master,1,4,0,15231
nothing can beat me,https://www.kaggle.com/lovedm,master,2,4,1,15215
Maxim Vakhrushev,https://www.kaggle.com/mifril,master,1,6,8,15199
[ODS.UKrAIna] Boyrin Vjacheslav Ukraincev,https://www.kaggle.com/timriggins,expert,0,3,2,15198
Aman.cyberia,https://www.kaggle.com/cyberia,expert,0,0,2,15197
atfujita,https://www.kaggle.com/atsunorifujita,master,1,7,2,15191
dhaqui the kaggler,https://www.kaggle.com/dhaqui,expert,0,0,2,15188
luyaxin,https://www.kaggle.com/m7catsue,master,1,5,5,15171
Andriy Yaroshevskiy,https://www.kaggle.com/ayaroshevskiy,master,1,2,2,15165
Ivanhoe,https://www.kaggle.com/ivanhoe,master,3,30,26,15161
Firat Gonen,https://www.kaggle.com/frtgnn,expert,0,4,5,15131
Ph0921,https://www.kaggle.com/ph0921,expert,1,1,0,15113
Kain,https://www.kaggle.com/kainsama,master,2,9,0,15089
Prashant Kikani,https://www.kaggle.com/prashantkikani,expert,0,1,8,15062
Nuno Ferreira,https://www.kaggle.com/ngcferreira,expert,0,2,2,15012
Chandan Verma,https://www.kaggle.com/chandanverma,expert,0,3,6,14997
hatry,https://www.kaggle.com/toseihatori,expert,0,6,1,14944
bobutis,https://www.kaggle.com/bobutis,grandmaster,6,3,2,14942
Ka Ho,https://www.kaggle.com/david1352413524,expert,1,0,1,14942
ykita,https://www.kaggle.com/yujirokita,master,1,4,0,14919
ld,https://www.kaggle.com/dandingclam,master,1,3,3,14919
merkylove,https://www.kaggle.com/merkylove,master,2,6,1,14887
Abdelwahed Assklou,https://www.kaggle.com/abdelwahedassklou,master,1,8,5,14819
Fumihiro Kaneko,https://www.kaggle.com/sai11fkaneko,expert,0,5,0,14819
zumbov,https://www.kaggle.com/zumbov,expert,0,0,2,14817
langzi,https://www.kaggle.com/q525614,master,1,3,1,14802
Vitalii Mokin,https://www.kaggle.com/vbmokin,expert,0,0,4,14801
Md Yasin Kabir,https://www.kaggle.com/mykttu,master,2,3,3,14742
authman,https://www.kaggle.com/authman,expert,0,7,3,14740
godelscat,https://www.kaggle.com/godelscat,expert,1,1,0,14729
prvi,https://www.kaggle.com/prokaj,expert,1,0,1,14703
jayjay,https://www.kaggle.com/jayjay75,master,1,10,12,14692
DavidTen,https://www.kaggle.com/xang1234,expert,0,2,4,14650
Naruhiko Nakanishi,https://www.kaggle.com/grapestone5321,expert,0,0,3,14631
Bonum,https://www.kaggle.com/xabonum,expert,0,2,3,14620
Quang Nguyen,https://www.kaggle.com/nhmquang,master,2,8,3,14612
adityasinha,https://www.kaggle.com/adityakumarsinha,master,2,15,4,14563
Yoshihiro Nishizono,https://www.kaggle.com/ynishizono,expert,0,4,6,14497
No_one,https://www.kaggle.com/artemis874,expert,0,4,2,14497
nlgn,https://www.kaggle.com/kingychiu,master,3,3,1,14491
Massoud Hosseinali,https://www.kaggle.com/mhviraf,master,1,3,1,14489
Aindriú,https://www.kaggle.com/andtem2000,master,2,8,8,14426
ash hafez,https://www.kaggle.com/ashhafez,grandmaster,10,17,6,14377
golubyatniks,https://www.kaggle.com/golubyatniks,expert,1,1,0,14334
Ashish Gupta,https://www.kaggle.com/roydatascience,expert,0,3,5,14321
Andrei Dukhounik,https://www.kaggle.com/dukhovnik,expert,0,6,4,14312
Vladimir Iglovikov,https://www.kaggle.com/iglovikov,grandmaster,5,9,7,14300
Dave Lorenz,https://www.kaggle.com/davelo12,expert,1,1,1,14289
PrasunMishra,https://www.kaggle.com/prasunmishra,expert,0,2,5,14265
Jordan Meyer,https://www.kaggle.com/jordanmeyer,master,3,1,0,14258
pyxiea,https://www.kaggle.com/pyxiea,expert,2,0,0,14228
Chanran Kim,https://www.kaggle.com/seriousran,expert,0,1,6,14223
clustifier,https://www.kaggle.com/clustifier,grandmaster,7,31,19,14222
Darko Androcec,https://www.kaggle.com/dandrocec,expert,0,1,4,14183
Anil Thomas,https://www.kaggle.com/anlthms,grandmaster,10,7,9,14167
Nick Styles,https://www.kaggle.com/styles,expert,0,1,4,14166
Daniel Bi,https://www.kaggle.com/lfcpeng17,master,2,8,2,14153
Ivan Batalov,https://www.kaggle.com/batalov,expert,1,1,1,14132
pocket,https://www.kaggle.com/pocketsuteado,master,4,3,1,14121
Yibing Wu,https://www.kaggle.com/ybwu01,master,2,7,2,14093
Bibin Paul,https://www.kaggle.com/bibinpaul,expert,0,0,4,14046
Nawid Sayed,https://www.kaggle.com/nawidsayed,expert,2,0,0,14040
makogarei,https://www.kaggle.com/snakayama,expert,0,2,5,14015
Roman Piankov,https://www.kaggle.com/therealroman,expert,0,2,7,14006
TripleLift,https://www.kaggle.com/triplelift,master,2,1,0,13997
Belinda Trotta,https://www.kaggle.com/belindatrotta,master,1,5,2,13990
F.J.Martinez-de-Pison,https://www.kaggle.com/jpison,expert,0,19,5,13985
Yiemon773,https://www.kaggle.com/yoichi7yamakawa,master,1,4,2,13982
agenlu,https://www.kaggle.com/agenlu,expert,0,4,4,13940
Aleksei Solovev,https://www.kaggle.com/alekseisolovev,master,1,5,5,13935
oalenkin,https://www.kaggle.com/alenkinoleg,expert,1,0,1,13931
Aleksandr Kosolapov,https://www.kaggle.com/jingobox,expert,0,3,1,13879
Andrew Lukyanenko,https://www.kaggle.com/artgor,master,1,5,6,13850
sjv,https://www.kaggle.com/seanjv,grandmaster,6,2,0,13835
Pavel Blinov,https://www.kaggle.com/pavel1,master,3,12,5,13830
ML_Bear,https://www.kaggle.com/naotaka1128,master,1,4,1,13797
DataGeek,https://www.kaggle.com/thakurrajanand,master,4,20,23,13761
Puck Wang,https://www.kaggle.com/gmhost,master,1,7,2,13749
Siarhei Fedartsou,https://www.kaggle.com/siarheifedartsou,expert,0,3,1,13731
krivoship,https://www.kaggle.com/krivoship,master,1,2,1,13728
Alexander Buslaev,https://www.kaggle.com/albuslaev,master,3,1,0,13719
MAK,https://www.kaggle.com/muhammedazamkhan,expert,0,4,7,13694
bto1,https://www.kaggle.com/bto1ez,expert,0,4,0,13681
wata,https://www.kaggle.com/wataorz,master,2,2,1,13671
Tobias Tesch,https://www.kaggle.com/tobiit,expert,0,3,0,13669
AkiraIshikawa,https://www.kaggle.com/akiraishikawa,expert,0,4,2,13650
Waylon Wu,https://www.kaggle.com/waylongo,master,1,4,1,13599
validmodel,https://www.kaggle.com/validmodel,expert,0,2,1,13595
myaun,https://www.kaggle.com/haradataman,expert,0,3,4,13575
mochidan,https://www.kaggle.com/mochidan,expert,0,0,5,13559
Alex Abramov,https://www.kaggle.com/andrilko,master,1,4,3,13558
Milomilo,https://www.kaggle.com/chenamilo,master,1,2,3,13538
hakubishin,https://www.kaggle.com/shuheigoda,master,1,5,0,13534
seefun,https://www.kaggle.com/seefun,master,1,4,4,13532
Fangzhou Liao,https://www.kaggle.com/liaofz,master,4,0,0,13528
Gold Retriever,https://www.kaggle.com/tonychenxyz,expert,0,1,1,13506
Alexander Zarichkovyi,https://www.kaggle.com/alexkirnas,master,2,4,2,13487
Ben Ogorek,https://www.kaggle.com/baogorek,master,1,3,1,13486
Peter CXL,https://www.kaggle.com/a6893676,expert,0,2,0,13447
holygo_1208,https://www.kaggle.com/yryrgogo,master,2,3,0,13415
valilenk,https://www.kaggle.com/valilenk,expert,0,7,1,13401
abzaliev,https://www.kaggle.com/abzaliev,master,1,2,3,13400
Igor Praznik,https://www.kaggle.com/praznik,master,2,6,4,13379
MA Junyi,https://www.kaggle.com/majunyi,expert,0,3,2,13350
Mohsin hasan,https://www.kaggle.com/tezdhar,master,2,8,5,13228
Mirek Bober,https://www.kaggle.com/boberm,master,3,2,0,13198
Mikhail Karchevskiy,https://www.kaggle.com/suvalex,expert,0,7,8,13185
abnerzhang,https://www.kaggle.com/abnerzhang,expert,0,4,4,13137
Arsenal,https://www.kaggle.com/arsenal,grandmaster,5,8,4,13124
lukaszl,https://www.kaggle.com/lukaszl,expert,0,4,3,13124
CatEek,https://www.kaggle.com/cateek,master,1,2,3,13094
Kiran Kunapuli,https://www.kaggle.com/kirankunapuli,expert,0,1,5,13092
Lathwal,https://www.kaggle.com/codename007,expert,0,1,5,13071
Yury Dzerin,https://www.kaggle.com/deyury,master,1,4,2,13066
Vassily Baranov,https://www.kaggle.com/vassilybar,expert,0,4,4,13057
Saurabh Kumar,https://www.kaggle.com/saurabh502,expert,0,1,4,13056
copypaste,https://www.kaggle.com/copypaste0122,expert,0,5,4,13021
Iafoss,https://www.kaggle.com/iafoss,master,1,7,2,13010
Sergey Enikeev,https://www.kaggle.com/enikeev,expert,0,0,2,13010
hklee,https://www.kaggle.com/zeemeen,master,1,2,1,12965
Oshaya,https://www.kaggle.com/mathseer,expert,0,0,2,12948
Tenich,https://www.kaggle.com/tenich,expert,0,10,7,12936
Bill,https://www.kaggle.com/deeper,master,4,7,2,12928
isa k [dsmlkz],https://www.kaggle.com/isakev,expert,0,2,3,12928
Mycroft Holmes,https://www.kaggle.com/stocks,master,1,3,6,12926
Veysel Can Demir,https://www.kaggle.com/tuunve,master,1,2,2,12892
ln,https://www.kaggle.com/nazarov,master,1,6,3,12879
Keewon Shin,https://www.kaggle.com/keewonshin,expert,0,2,0,12846
Alexander Kireev,https://www.kaggle.com/alexanderkireev,expert,0,9,10,12818
Anna,https://www.kaggle.com/jessky,expert,0,4,3,12809
Yuksel,https://www.kaggle.com/igloowall,master,1,2,1,12793
M0T0,https://www.kaggle.com/mothermoto,expert,0,2,1,12785
Wojtek Rosinski,https://www.kaggle.com/wrosinski,master,2,10,8,12781
cjma,https://www.kaggle.com/chengjiun,expert,0,3,3,12771
YoonSoo,https://www.kaggle.com/harangdev,expert,0,5,0,12759
yuhai,https://www.kaggle.com/yuhaichina,expert,0,5,5,12737
Takahiro Saito,https://www.kaggle.com/takahiro3110,expert,0,1,2,12708
은주니(ttagu99),https://www.kaggle.com/ttagu99,master,1,5,6,12682
CarlosPradesK,https://www.kaggle.com/carlospk,expert,1,1,1,12681
Borys Tymchenko,https://www.kaggle.com/spsancti,master,1,3,0,12636
Vishy,https://www.kaggle.com/viswanathravindran,expert,0,1,2,12634
kes | Glib Kechyn,https://www.kaggle.com/kesjien,master,2,6,9,12618
Yao Zhongwei,https://www.kaggle.com/yyyzzzwww,expert,1,1,1,12613
Yunfeng Zhu,https://www.kaggle.com/ymcdull,master,1,5,2,12610
InfiniteWing,https://www.kaggle.com/infinitewing,expert,0,4,10,12609
Dmitry Vorobiev,https://www.kaggle.com/dvorobiev,expert,1,1,2,12603
Jin Cheng,https://www.kaggle.com/jinc0418,expert,2,0,0,12596
Andy Penrose,https://www.kaggle.com/andypenrose,expert,1,1,5,12586
Juri Matualatupauw,https://www.kaggle.com/jurima,expert,0,3,0,12569
smileimg,https://www.kaggle.com/renhui111111,expert,2,0,0,12566
Grzegorz Sionkowski,https://www.kaggle.com/sionek,expert,0,4,7,12548
Astral,https://www.kaggle.com/astral,expert,0,2,0,12527
keeeeei79,https://www.kaggle.com/keeeeei79,master,2,1,0,12510
Guillaume Huard,https://www.kaggle.com/grjhuard,master,3,4,1,12509
SAMEED,https://www.kaggle.com/sameedhusain,master,3,1,0,12502
Vadik,https://www.kaggle.com/vadiksadik,expert,0,5,5,12494
Ilya Ezepov,https://www.kaggle.com/iezepov,master,1,3,1,12476
pongba,https://www.kaggle.com/zhugds,master,2,6,7,12454
Ayman Khalafallah,https://www.kaggle.com/aymankh,expert,0,2,4,12450
Sergey Kozub,https://www.kaggle.com/sergeykozub,grandmaster,6,2,0,12422
higepon,https://www.kaggle.com/higepon,expert,0,3,2,12368
Data Craze,https://www.kaggle.com/datafad,expert,0,3,3,12352
anatoly,https://www.kaggle.com/ilyenkov,master,1,4,2,12352
Pankaj,https://www.kaggle.com/pankaj13461,expert,0,2,4,12324
QibinLin,https://www.kaggle.com/qibinlin,expert,1,0,1,12319
chlxyd,https://www.kaggle.com/chlxyd,master,3,8,1,12274
Maxim Tsygankov,https://www.kaggle.com/chubasik,expert,0,4,0,12250
Leonid Fedoseev,https://www.kaggle.com/leonid06,master,1,5,2,12240
Tony,https://www.kaggle.com/tony321,master,1,2,0,12209
stevenwudi,https://www.kaggle.com/stevenwudi,expert,1,1,3,12200
Matias Thayer,https://www.kaggle.com/chechir,grandmaster,5,9,3,12196
Thomas Yokota,https://www.kaggle.com/learnmower,master,2,11,3,12190
Alex,https://www.kaggle.com/lihuajing,expert,1,0,2,12180
Pronkin Nikita,https://www.kaggle.com/pronkinnikita,expert,1,1,0,12146
kss,https://www.kaggle.com/l0glikelihood,master,1,2,2,12143
gmobaz,https://www.kaggle.com/gmobaz,master,3,4,10,12116
Pierre Brunello,https://www.kaggle.com/pierreb1105,expert,1,0,2,12114
Kulbear,https://www.kaggle.com/manyfoldcv,master,3,3,5,12113
Ash,https://www.kaggle.com/shovkun,master,2,4,1,12072
Skgone,https://www.kaggle.com/skgone123,expert,1,0,1,12070
vroom,https://www.kaggle.com/frankw,expert,0,3,1,12067
Tianqi Wang,https://www.kaggle.com/simpletonwang,expert,0,6,1,12053
novxin,https://www.kaggle.com/novxin,master,1,3,2,12049
RK,https://www.kaggle.com/ryuichi0704,master,3,2,4,12046
Bishwarup B,https://www.kaggle.com/bishwarup,grandmaster,5,8,1,12042
Doe John,https://www.kaggle.com/neurosky,expert,0,1,2,12040
Alberto Danese,https://www.kaggle.com/albedan,grandmaster,6,2,1,12024
Alvaro,https://www.kaggle.com/alvaroma,expert,0,3,1,12024
Vlad Shmyhlo,https://www.kaggle.com/vshmyhlo,master,2,3,2,11995
Filip Radenovic,https://www.kaggle.com/filipradenovic,master,3,1,0,11973
momi64,https://www.kaggle.com/momi64,expert,0,4,4,11966
Rob Wishart,https://www.kaggle.com/robwishart,expert,0,0,8,11946
Ivan Bagmut,https://www.kaggle.com/ivanbagmut,master,1,3,1,11922
zz,https://www.kaggle.com/weizhezhang,expert,0,4,15,11907
Bernd Allmendinger,https://www.kaggle.com/allmendinger,expert,0,14,7,11892
PeterSorensen,https://www.kaggle.com/petersorensen360,expert,0,1,1,11890
Kirill Tushin,https://www.kaggle.com/neibyr,expert,0,2,3,11844
Leonid Kozinkin,https://www.kaggle.com/leon7archer,expert,0,7,6,11841
Alex,https://www.kaggle.com/onlise,expert,0,3,1,11837
RakeshNikam,https://www.kaggle.com/rakeshds,expert,0,0,2,11828
Arturo Garcia,https://www.kaggle.com/artmatician,expert,0,4,0,11820
Vaishvik,https://www.kaggle.com/vaishvik25,expert,0,0,5,11809
Lucien de Rubempre,https://www.kaggle.com/lucienderubempre,master,3,7,4,11793
Sebastien Conort,https://www.kaggle.com/sebastienconort,master,3,1,2,11773
Roger Liu,https://www.kaggle.com/zichengliu0226,expert,1,0,1,11745
Alex Chen,https://www.kaggle.com/catdoggg,expert,1,0,1,11745
Yurii,https://www.kaggle.com/yuramuv,expert,0,2,2,11739
Tim Yee,https://www.kaggle.com/teeyee314,expert,1,1,2,11724
s_shohei,https://www.kaggle.com/iiyamaiiyama,expert,0,3,2,11723
Leonid,https://www.kaggle.com/cleonid,master,3,2,0,11699
Scirpus,https://www.kaggle.com/scirpus,expert,0,13,9,11698
Yang Zhang,https://www.kaggle.com/zhangyang,master,2,1,1,11694
Nirjhar Roy,https://www.kaggle.com/phoenix9032,expert,0,3,6,11686
Panjtan,https://www.kaggle.com/panjtan,expert,0,4,10,11685
Pepan,https://www.kaggle.com/vipito,master,1,9,7,11676
Beta,https://www.kaggle.com/ranik40,expert,0,3,4,11668
donglee,https://www.kaggle.com/dongleeovo,master,2,3,1,11640
KALE,https://www.kaggle.com/cczaixian,master,3,5,7,11614
Deep Chatterjee,https://www.kaggle.com/deepchatterjeevns,expert,0,0,2,11560
RunningZ,https://www.kaggle.com/runningz,expert,0,4,6,11468
Jeong-Yoon Lee,https://www.kaggle.com/jeongyoonlee,master,8,23,14,11448
Manel,https://www.kaggle.com/manels,master,2,15,1,11425
dhammack,https://www.kaggle.com/dhammack,grandmaster,5,2,0,11398
